
[00:00:00.000 --> 00:00:09.000]  好,今天我們來到大使命經文的最後一部分
[00:58:00.000 --> 00:58:05.000]  每日天天更新而變化
[00:58:05.000 --> 00:58:10.000]  測驗上帝的善良純粹可喜悅的志願
[00:58:10.000 --> 00:58:16.000]  每一日你對上帝都認識多一點
[00:58:16.000 --> 00:58:19.000]  讓我引用一首流行曲的歌名
[00:58:19.000 --> 00:58:24.000]  每天愛你多一些
[00:58:24.000 --> 00:58:26.000]  每日愛上帝多一些
[00:58:26.000 --> 00:58:31.000]  因為我發現上帝你多一些
[00:58:31.000 --> 00:58:35.000]  登山寶粉講到去尾
[00:58:35.000 --> 00:58:37.000]  馬太宗講什麼呢
[00:58:37.000 --> 00:58:41.000]  若你是神的子民
[00:58:41.000 --> 00:58:46.000]  你當然對上帝有一份稀奇
[00:58:46.000 --> 00:58:48.000]  因為你又知道他少少了
[00:58:48.000 --> 00:58:54.000]  而因此你願意更多去追求認識他
[00:58:54.000 --> 00:58:55.000]  於是乎你的關係
[00:58:55.000 --> 00:59:01.000]  就跟上帝開始建立得更加緊密
[00:59:01.000 --> 00:59:05.000]  就好像一個嬰兒一樣
[00:59:05.000 --> 00:59:10.000]  有時一個嬰兒吃飽奶
[00:59:10.000 --> 00:59:11.000]  他都會哭
[00:59:11.000 --> 00:59:12.000]  為什麼呢
[00:59:12.000 --> 00:59:15.000]  因為有時有些陌生人
[00:59:15.000 --> 00:59:19.000]  你的嬰兒很有趣,可否抱抱他
[00:59:19.000 --> 00:59:21.000]  好,你喜歡抱就抱吧
[00:59:21.000 --> 00:59:23.000]  現在當然你不想他抱
[00:59:23.000 --> 00:59:25.000]  你擔心他有新冠病毒肺炎
[00:59:25.000 --> 00:59:26.000]  擔心他感染
[00:59:26.000 --> 00:59:28.000]  但以前很流行的
[00:59:28.000 --> 00:59:30.000]  讓他抱抱,抱抱後嬰兒就哭了
[00:59:30.000 --> 00:59:32.000]  抱抱後就哭了
[00:59:32.000 --> 00:59:34.000]  你給他一些東西吃
[00:59:34.000 --> 00:59:35.000]  給他一些奶喝
[00:59:35.000 --> 00:59:36.000]  搖晃他
[00:59:36.000 --> 00:59:37.000]  他都還會哭
[00:59:37.000 --> 00:59:39.000]  為什麼呢
[00:59:39.000 --> 00:59:41.000]  陌生人嘛
[00:59:41.000 --> 00:59:44.000]  當一轉手交回給媽媽之後
[00:59:44.000 --> 00:59:47.000]  嘩!立刻靜下來
[00:59:47.000 --> 00:59:50.000]  甜睡在母親的懷裡
[00:59:50.000 --> 00:59:51.000]  為什麼呢
[00:59:51.000 --> 00:59:55.000]  因為他聞不到媽媽的味道
[00:59:55.000 --> 00:59:56.000]  突然之間
[00:59:56.000 --> 01:00:01.000]  到最後我想問問大家
[01:00:01.000 --> 01:00:08.000]  你有沒有一種聞不到父神的味道
[01:00:08.000 --> 01:00:16.000]  使你想對上帝有更深的認識呢
[01:00:16.000 --> 01:00:19.000]  信主圖上的稀奇
[01:00:19.000 --> 01:00:24.000]  就是促使我們一步一步
[01:00:24.000 --> 01:00:28.000]  更認識我們的父神
[01:00:28.000 --> 01:00:31.000]  讓我們同心一起禱告
[01:00:38.000 --> 01:00:40.000]  關山寶墳裡面的教訓
[01:00:40.000 --> 01:00:43.000]  給我們這麼多年來
[01:00:43.000 --> 01:00:47.000]  很多對聖經不明白的人
[01:00:47.000 --> 01:00:51.000]  去將它踐踏
[01:00:51.000 --> 01:00:54.000]  將原本耶穌基督的正義
[01:00:54.000 --> 01:00:56.000]  想要講的主旨
[01:00:56.000 --> 01:01:02.000]  將它厚厚地被封殺起來
[01:01:02.000 --> 01:01:05.000]  恩主要求祢幫助我們
[01:01:05.000 --> 01:01:09.000]  讓我們真的重歸於
[01:01:09.000 --> 01:01:11.000]  登山寶墳的教訓
[01:01:11.000 --> 01:01:13.000]  我信服祢
[01:01:13.000 --> 01:01:15.000]  跟隨祢
[01:01:15.000 --> 01:01:18.000]  尋求祢
[01:01:18.000 --> 01:01:20.000]  都是因為祢的教導
[01:01:20.000 --> 01:01:23.000]  促使我們的稀奇
[01:01:23.000 --> 01:01:25.000]  而這份的稀奇
[01:01:25.000 --> 01:01:28.000]  也都驅使我們
[01:01:28.000 --> 01:01:31.000]  更加靠近父神
[01:01:31.000 --> 01:01:33.000]  求祢的幫助
[01:01:33.000 --> 01:01:35.000]  我們同心去禱告
[01:01:35.000 --> 01:01:37.000]  奉靠主耶穌基督
[01:01:37.000 --> 01:01:38.000]  得聖名自救
[01:01:38.000 --> 01:01:39.000]  阿們
