
[00:00:00.000 --> 00:00:02.000]  我們今天的主題就是
[00:33:21.200 --> 00:33:23.200]  因爲沒有性靈的恩典
[00:33:23.200 --> 00:33:24.200]  性靈的禮物的話
[00:33:24.200 --> 00:33:25.200]  我們只不過是憑血氣
[00:33:25.200 --> 00:33:26.200]  這個不是一個
[00:33:26.200 --> 00:33:27.200]  侍奉的正確途徑
[00:33:27.200 --> 00:33:29.200]  也都不會走得很遠
[00:33:29.200 --> 00:33:30.200]  OK
[00:33:30.200 --> 00:33:31.200]  這是第一個解釋
[00:33:31.200 --> 00:33:32.200]  第二個解釋是什麼呢
[00:33:32.200 --> 00:33:33.200]  看看避離性靈充滿
[00:33:33.200 --> 00:33:35.200]  有什麼效果
[00:33:35.200 --> 00:33:36.200]  或者有什麼
[00:33:36.200 --> 00:33:38.200]  我們想象不到的
[00:33:38.200 --> 00:33:39.200]  我們看《士大人專》
[00:33:39.200 --> 00:33:40.200]  四章三十一節
[00:33:40.200 --> 00:33:41.200]  一起讀
[00:33:41.200 --> 00:33:44.200]  討告原了 聚會的地方震動
[00:33:44.200 --> 00:33:45.200]  偷門就刀被性靈充滿
[00:33:45.200 --> 00:33:46.200]  接着怎麼樣
[00:33:46.200 --> 00:33:48.200]  放膽講論神的道
[00:33:48.200 --> 00:33:50.200]  你不要忘記當時
[00:33:50.200 --> 00:33:51.200]  在初期的教會
[00:33:51.200 --> 00:33:52.200]  基督信仰是一個
[00:33:52.200 --> 00:33:54.200]  被當權者
[00:33:54.200 --> 00:33:55.200]  被當時的政權
[00:33:55.200 --> 00:33:56.200]  視爲一個異端
[00:33:56.200 --> 00:33:57.200]  是需要打壓的
[00:33:57.200 --> 00:33:58.200]  需要抓的
[00:33:58.200 --> 00:33:59.200]  需要坐牢的
[00:33:59.200 --> 00:34:00.200]  你記得保羅即是掃羅
[00:34:00.200 --> 00:34:01.200]  未曾悔改之前
[00:34:01.200 --> 00:34:05.200]  他是徵緝基督徒大隊長
[00:34:05.200 --> 00:34:07.200]  所以基督徒一聽到他的名字
[00:34:07.200 --> 00:34:08.200]  就鳴風喪膽
[00:34:08.200 --> 00:34:10.200]  但後來在大馬式路上
[00:34:10.200 --> 00:34:12.200]  基督向他顯現
[00:34:12.200 --> 00:34:13.200]  他就悔改
[00:34:13.200 --> 00:34:15.200]  成爲一個神所重用的僕人
[00:34:15.200 --> 00:34:16.200]  但無論如何
[00:34:16.200 --> 00:34:17.200]  其實當時
[00:34:17.200 --> 00:34:19.200]  如果你要忠於神的話語
[00:34:19.200 --> 00:34:21.200]  就要有膽量去講
[00:34:21.200 --> 00:34:22.200]  這幾年我們大家都應該
[00:34:22.200 --> 00:34:24.200]  更加明白這節經文是什麼意思
[00:34:24.200 --> 00:34:26.200]  我們做傳道人
[00:34:26.200 --> 00:34:28.200]  我們需要有膽量
[00:34:28.200 --> 00:34:30.200]  和有智慧去講神的話語
[00:34:30.200 --> 00:34:31.200]  但底線就是
[00:34:31.200 --> 00:34:32.200]  我要忠於神
[00:34:32.200 --> 00:34:33.200]  神怎麼啓示的話
[00:34:33.200 --> 00:34:34.200]  我就要怎麼講
[00:34:34.200 --> 00:34:36.200]  我不會因應環境
[00:34:36.200 --> 00:34:38.200]  去扭曲了神的話
[00:34:38.200 --> 00:34:40.200]  我已經講了我不是exegesis
[00:34:40.200 --> 00:34:42.200]  將我的意思讀入聖經裏
[00:34:42.200 --> 00:34:43.200]  我是exegesis
[00:34:43.200 --> 00:34:46.200]  我需要將聖經經文的原意讀出來
[00:34:46.200 --> 00:34:49.200]  這個纔是正確讀經的態度
[00:34:49.200 --> 00:34:51.200]  另外這段經文很有意思
[00:34:51.200 --> 00:34:53.200]  這段經文真的很精彩
[00:34:53.200 --> 00:34:54.200]  一起讀一讀
[00:34:54.200 --> 00:34:55.200]  你讀的時候留意不同顏色的字
[00:34:55.200 --> 00:34:56.200]  一二三
[00:34:56.200 --> 00:35:06.200]  所以弟兄們
[00:35:06.200 --> 00:35:09.200]  當從你們中間選出七個有好明星
[00:35:09.200 --> 00:35:10.200]  被聖靈充滿
[00:35:10.200 --> 00:35:11.200]  智慧充足的人
[00:35:11.200 --> 00:35:13.200]  我們就太貪門管理者事
[00:35:13.200 --> 00:35:16.200]  但我們要專心以祈禱傳道爲事
[00:35:16.200 --> 00:35:18.200]  這裏是使徒說的
[00:35:18.200 --> 00:35:20.200]  他們的被呼召
[00:35:20.200 --> 00:35:24.200]  最重要當然是以傳道祈禱爲事
[00:35:24.200 --> 00:35:25.200]  OK
[00:35:25.200 --> 00:35:27.200]  但其他還有很多瑣碎的事情
[00:35:27.200 --> 00:35:30.200]  他就要派其他不同的人來做
[00:35:30.200 --> 00:35:32.200]  但是你看這裏
[00:35:32.200 --> 00:35:33.200]  他們現在商量
[00:35:33.200 --> 00:35:34.200]  找些人出來管理飯食
[00:35:34.200 --> 00:35:36.200]  哪個是開伙串
[00:35:36.200 --> 00:35:37.200]  哪個是煮飯
[00:35:37.200 --> 00:35:38.200]  OK
[00:35:38.200 --> 00:35:39.200]  我們先看看
[00:35:39.200 --> 00:35:41.200]  選出來的人有什麼條件
[00:35:41.200 --> 00:35:43.200]  那七個人有什麼條件
[00:35:43.200 --> 00:35:44.200]  第一個條件
[00:35:44.200 --> 00:35:45.200]  好明星
[00:35:45.200 --> 00:35:46.200]  什麼叫好明星
[00:35:46.200 --> 00:35:48.200]  就是你住的那座大廈
[00:35:48.200 --> 00:35:51.200]  所有倫理街坊
[00:35:51.200 --> 00:35:52.200]  一聽到鄧先生
[00:35:52.200 --> 00:35:53.200]  七樓那個
[00:35:53.200 --> 00:35:54.200]  好人來的
[00:35:54.200 --> 00:35:55.200]  燒剩的牧師
[00:35:55.200 --> 00:35:56.200]  正啊
[00:35:56.200 --> 00:35:57.200]  那就行
[00:35:57.200 --> 00:35:59.200]  如果不是鄧先生
[00:35:59.200 --> 00:36:01.200]  很老土的
[00:36:01.200 --> 00:36:03.200]  整天吵鬧的
[00:36:03.200 --> 00:36:05.200]  或者垃圾亂扔的
[00:36:05.200 --> 00:36:07.200]  或者很沒禮貌的
[00:36:07.200 --> 00:36:08.200]  那就糟了
[00:36:08.200 --> 00:36:09.200]  有好明星的
[00:36:09.200 --> 00:36:10.200]  被聲音充滿的
[00:36:10.200 --> 00:36:11.200]  智慧充足的人
[00:36:11.200 --> 00:36:12.200]  我想請問你
[00:36:12.200 --> 00:36:13.200]  他們是做什麼的
[00:36:13.200 --> 00:36:15.200]  派你出來做什麼的
[00:36:15.200 --> 00:36:17.200]  管理飯食的
[00:36:17.200 --> 00:36:18.200]  所以等下
[00:36:18.200 --> 00:36:19.200]  不要小看管理
[00:36:19.200 --> 00:36:20.200]  Management
[00:36:20.200 --> 00:36:21.200]  Admin
[00:36:21.200 --> 00:36:22.200]  所以樓下我們的童工
[00:36:22.200 --> 00:36:23.200]  很慘的
[00:36:23.200 --> 00:36:24.200]  很辛苦的
[00:36:24.200 --> 00:36:25.200]  所以經常被人罵
[00:36:25.200 --> 00:36:26.200]  又說
[00:36:26.200 --> 00:36:28.200]  爲什麼今天又要轉成寫字仔
[00:36:28.200 --> 00:36:29.200]  不可以這樣
[00:36:29.200 --> 00:36:31.200]  其實我們都是按照規矩去做的
[00:36:31.200 --> 00:36:33.200]  但是我告訴你
[00:36:33.200 --> 00:36:34.200]  選這些人出來
[00:36:34.200 --> 00:36:35.200]  原來要有好明星
[00:36:35.200 --> 00:36:36.200]  被聲音充滿
[00:36:36.200 --> 00:36:37.200]  智慧充足的人
[00:36:37.200 --> 00:36:38.200]  所以不是隨便選的
[00:36:38.200 --> 00:36:39.200]  你不要以爲
[00:36:39.200 --> 00:36:40.200]  站在臺上的那些人
[00:36:40.200 --> 00:36:41.200]  纔是靈性高超的人
[00:36:41.200 --> 00:36:42.200]  我真的覺得
[00:36:42.200 --> 00:36:44.200]  在大堂負責接待的那些
[00:36:44.200 --> 00:36:45.200]  同樣重要的
[00:36:45.200 --> 00:36:46.200]  爲什麼
[00:36:46.200 --> 00:36:47.200]  因爲新來的朋友
[00:36:47.200 --> 00:36:48.200]  弟兄姊妹
[00:36:48.200 --> 00:36:49.200]  他沒見到我
[00:36:49.200 --> 00:36:50.200]  牧師之前
[00:36:50.200 --> 00:36:52.200]  他在樓下就被你擋住了
[00:36:52.200 --> 00:36:55.200]  梁艇溫呢
[00:36:55.200 --> 00:36:57.200]  有沒有登記
[00:36:57.200 --> 00:36:59.200]  都叫你登記了
[00:36:59.200 --> 00:37:00.200]  爲什麼不聽話
[00:37:02.200 --> 00:37:03.200]  不想登記
[00:37:03.200 --> 00:37:04.200]  站着
[00:37:04.200 --> 00:37:05.200]  等一會
[00:37:05.200 --> 00:37:07.200]  大哥如果你這樣的態度
[00:37:07.200 --> 00:37:08.200]  他沒見到我
[00:37:08.200 --> 00:37:09.200]  已經被你怎麼樣了
[00:37:09.200 --> 00:37:10.200]  說客了你
[00:37:10.200 --> 00:37:11.200]  是不是
[00:37:11.200 --> 00:37:12.200]  所以你說你重要不重要
[00:37:12.200 --> 00:37:14.200]  很重要的
[00:37:14.200 --> 00:37:15.200]  我不是開玩笑的
[00:37:15.200 --> 00:37:17.200]  你想想如果呢
[00:37:17.200 --> 00:37:19.200]  我們是小組的教會
[00:37:19.200 --> 00:37:21.200]  很多弟兄姊妹或者朋友
[00:37:21.200 --> 00:37:22.200]  都在小組裏面
[00:37:22.200 --> 00:37:24.200]  來到參與的
[00:37:24.200 --> 00:37:26.200]  所以他見組長多過見我
[00:37:26.200 --> 00:37:27.200]  可能是不是
[00:37:27.200 --> 00:37:28.200]  不是一個星期
[00:37:28.200 --> 00:37:29.200]  可能一個月
[00:37:29.200 --> 00:37:30.200]  或者幾個星期
[00:37:30.200 --> 00:37:31.200]  才見我一次到
[00:37:31.200 --> 00:37:32.200]  或者上我裝備課程
[00:37:32.200 --> 00:37:33.200]  好一點
[00:37:33.200 --> 00:37:34.200]  和我熟一點那些
[00:37:34.200 --> 00:37:35.200]  如果你請我喫飯
[00:37:35.200 --> 00:37:36.200]  我開玩笑的
[00:37:36.200 --> 00:37:37.200]  不用請不用請
[00:37:37.200 --> 00:37:40.200]  所以其實呢
[00:37:40.200 --> 00:37:41.200]  組長
[00:37:41.200 --> 00:37:43.200]  或者其他崗位的弟兄姊妹
[00:37:43.200 --> 00:37:44.200]  都很重要
[00:37:44.200 --> 00:37:45.200]  但這裏說
[00:37:45.200 --> 00:37:46.200]  任何一個崗位
[00:37:46.200 --> 00:37:47.200]  在教會里面
[00:37:47.200 --> 00:37:48.200]  無分所謂大小
[00:37:48.200 --> 00:37:49.200]  或者
[00:37:49.200 --> 00:37:50.200]  其實都真的無分高低
[00:37:50.200 --> 00:37:51.200]  每一個都重要
[00:37:51.200 --> 00:37:52.200]  爲什麼
[00:37:52.200 --> 00:37:53.200]  因爲你是接觸人
[00:37:53.200 --> 00:37:54.200]  你是代表着基督
[00:37:54.200 --> 00:37:55.200]  如果你沒有好的靈性
[00:37:55.200 --> 00:37:56.200]  沒有被聖靈充滿的話
[00:37:56.200 --> 00:37:57.200]  你說的話
[00:37:57.200 --> 00:37:58.200]  或者做的事情
[00:37:58.200 --> 00:37:59.200]  一定是怎麼樣
[00:37:59.200 --> 00:38:00.200]  才能反映出
[00:38:00.200 --> 00:38:01.200]  基督真實的形象
[00:38:01.200 --> 00:38:02.200]  那你參與的弟兄姊妹
[00:38:02.200 --> 00:38:03.200]  或者那些
[00:38:03.200 --> 00:38:04.200]  特別是那些微信主人
[00:38:04.200 --> 00:38:05.200]  都不會因爲透過你
[00:38:05.200 --> 00:38:06.200]  而去認識福音
[00:38:06.200 --> 00:38:07.200]  甚至不會留下
[00:38:07.200 --> 00:38:09.200]  你覺得重要嗎
[00:38:09.200 --> 00:38:10.200]  就算是普通的組員
[00:38:10.200 --> 00:38:11.200]  都很重要的
[00:38:11.200 --> 00:38:12.200]  譬如組長很努力
[00:38:12.200 --> 00:38:13.200]  但是你呢
[00:38:13.200 --> 00:38:14.200]  就在那裏
[00:38:14.200 --> 00:38:15.200]  搞破壞
[00:38:15.200 --> 00:38:16.200]  拆臺
[00:38:16.200 --> 00:38:17.200]  拆檔
[00:38:17.200 --> 00:38:18.200]  組長說一句話
[00:38:18.200 --> 00:38:19.200]  不是這樣
[00:38:19.200 --> 00:38:20.200]  你有沒有料到
[00:38:20.200 --> 00:38:22.200]  那就是拆臺
[00:38:22.200 --> 00:38:23.200]  是不是
[00:38:23.200 --> 00:38:24.200]  所以其實
[00:38:24.200 --> 00:38:25.200]  弟兄姊妹
[00:38:25.200 --> 00:38:28.200]  大家愛不愛這個教會
[00:38:29.200 --> 00:38:30.200]  這樣問好像很老套
[00:38:30.200 --> 00:38:31.200]  不用問
[00:38:31.200 --> 00:38:32.200]  牧師
[00:38:32.200 --> 00:38:33.200]  我愛在心裏
[00:38:33.200 --> 00:38:34.200]  口難開
[00:38:34.200 --> 00:38:37.200]  如果真的愛這個教會
[00:38:37.200 --> 00:38:38.200]  我們每個人
[00:38:38.200 --> 00:38:39.200]  做好自己的本分
[00:38:39.200 --> 00:38:40.200]  其實就已經是一個
[00:38:40.200 --> 00:38:41.200]  很好的貢獻
[00:38:41.200 --> 00:38:42.200]  一個很好的貢獻
[00:38:42.200 --> 00:38:43.200]  然後再進一步說
[00:38:43.200 --> 00:38:44.200]  你侍奉什麼光偉
[00:38:44.200 --> 00:38:45.200]  我覺得應該是這樣
[00:38:45.200 --> 00:38:46.200]  是不是
[00:38:46.200 --> 00:38:47.200]  或者你本身的生命
[00:38:47.200 --> 00:38:48.200]  好的時候
[00:38:48.200 --> 00:38:49.200]  你擺什麼光偉都好
[00:38:49.200 --> 00:38:50.200]  你都是發光的金子
[00:38:50.200 --> 00:38:51.200]  有沒有聽過這句話
[00:38:51.200 --> 00:38:52.200]  ok
[00:38:52.200 --> 00:38:54.200]  好了
[00:38:54.200 --> 00:38:55.200]  我們又看看另外一個人
[00:38:55.200 --> 00:38:56.200]  巴拿巴
[00:38:56.200 --> 00:38:57.200]  認不認識他
[00:38:57.200 --> 00:38:58.200]  是一個好人
[00:38:58.200 --> 00:38:59.200]  沒什麼意思
[00:38:59.200 --> 00:39:00.200]  媽媽是女人
[00:39:00.200 --> 00:39:01.200]  nice person
[00:39:01.200 --> 00:39:02.200]  不是
[00:39:02.200 --> 00:39:03.200]  不是單單這個意思
[00:39:03.200 --> 00:39:04.200]  你留意後面那些形容
[00:39:04.200 --> 00:39:05.200]  巴拿巴完成了
[00:39:05.200 --> 00:39:06.200]  好人
[00:39:06.200 --> 00:39:07.200]  一起到
[00:39:07.200 --> 00:39:08.200]  被聖靈充滿
[00:39:08.200 --> 00:39:09.200]  大有信心
[00:39:09.200 --> 00:39:10.200]  於是呢
[00:39:10.200 --> 00:39:12.200]  哇
[00:39:12.200 --> 00:39:13.200]  這個巴拿巴很厲害
[00:39:13.200 --> 00:39:14.200]  巴拿巴其實有兩樣東西
[00:39:14.200 --> 00:39:15.200]  最出名的
[00:39:15.200 --> 00:39:16.200]  第一樣東西
[00:39:16.200 --> 00:39:17.200]  就是當初掃羅
[00:39:17.200 --> 00:39:18.200]  歸向主
[00:39:18.200 --> 00:39:19.200]  變成保羅的時候
[00:39:19.200 --> 00:39:20.200]  很多基督徒都怕了他
[00:39:20.200 --> 00:39:21.200]  因爲他是徵緝基督徒
[00:39:21.200 --> 00:39:22.200]  大隊長
[00:39:22.200 --> 00:39:24.200]  只有巴拿巴去接待他
[00:39:24.200 --> 00:39:26.200]  另外一個
[00:39:26.200 --> 00:39:27.200]  就是馬可
[00:39:27.200 --> 00:39:29.200]  當時他年輕的時候
[00:39:29.200 --> 00:39:30.200]  不能夠堅持
[00:39:30.200 --> 00:39:33.200]  所以保羅後來永不錄用他
[00:39:33.200 --> 00:39:35.200]  但是巴拿巴接納他
[00:39:35.200 --> 00:39:37.200]  所以後來有馬可福音
[00:39:37.200 --> 00:39:38.200]  好了
[00:39:38.200 --> 00:39:39.200]  巴拿巴這個所謂的好人
[00:39:39.200 --> 00:39:40.200]  他好在哪裏
[00:39:40.200 --> 00:39:41.200]  能夠包容人
[00:39:41.200 --> 00:39:42.200]  等等等等
[00:39:42.200 --> 00:39:43.200]  這裏說到他
[00:39:43.200 --> 00:39:44.200]  當然好人
[00:39:44.200 --> 00:39:46.200]  都是被聖靈充滿的
[00:39:46.200 --> 00:39:47.200]  被聖靈充滿之後
[00:39:47.200 --> 00:39:49.200]  他的生命當中有一個特徵是什麼
[00:39:49.200 --> 00:39:50.200]  紅色的字
[00:39:50.200 --> 00:39:52.200]  大有信心
[00:39:52.200 --> 00:39:53.200]  但是很空泛
[00:39:53.200 --> 00:39:54.200]  大有信心
[00:39:54.200 --> 00:39:55.200]  然後帶出什麼效果
[00:39:55.200 --> 00:39:56.200]  最後那句
[00:39:56.200 --> 00:39:58.200]  大聲點
[00:39:58.200 --> 00:39:59.200]  於是
[00:39:59.200 --> 00:40:00.200]  有許多人
[00:40:00.200 --> 00:40:01.200]  歸服了主
[00:40:01.200 --> 00:40:03.200]  所以我們說要活出福音
[00:40:03.200 --> 00:40:04.200]  就是這個意思
[00:40:04.200 --> 00:40:05.200]  老實說
[00:40:05.200 --> 00:40:09.200]  我們需要去學習福音的內容
[00:40:09.200 --> 00:40:10.200]  怎麼說是更加清晰
[00:40:10.200 --> 00:40:11.200]  這些是技巧
[00:40:11.200 --> 00:40:12.200]  但是我告訴你
[00:40:12.200 --> 00:40:13.200]  其實我這麼多年
[00:40:13.200 --> 00:40:15.200]  我發覺傳福音最有果效的人
[00:40:15.200 --> 00:40:17.200]  是他本身屬靈生命是好的人
[00:40:17.200 --> 00:40:19.200]  當你是靈明好的人
[00:40:19.200 --> 00:40:20.200]  你站着
[00:40:20.200 --> 00:40:21.200]  你不用說話
[00:40:21.200 --> 00:40:23.200]  其實對方已經
[00:40:23.200 --> 00:40:25.200]  你真是一個基督徒
[00:40:25.200 --> 00:40:27.200]  你爲什麼信仰這麼好
[00:40:27.200 --> 00:40:29.200]  我都很想知道
[00:40:29.200 --> 00:40:30.200]  他已經是
[00:40:30.200 --> 00:40:31.200]  你的生命當中
[00:40:31.200 --> 00:40:33.200]  已經是吸引了他
[00:40:33.200 --> 00:40:36.200]  你再說福音的真正內容的時候
[00:40:36.200 --> 00:40:37.200]  水到渠成
[00:40:37.200 --> 00:40:38.200]  如果不是
[00:40:38.200 --> 00:40:39.200]  你的生命很差
[00:40:39.200 --> 00:40:40.200]  剛纔這麼說
[00:40:40.200 --> 00:40:42.200]  或者你沒什麼信心
[00:40:42.200 --> 00:40:44.200]  或者你的生命不好見證的話
[00:40:44.200 --> 00:40:46.200]  你說得多好
[00:40:46.200 --> 00:40:47.200]  背了整套東西出來
[00:40:47.200 --> 00:40:48.200]  一字不漏
[00:40:48.200 --> 00:40:49.200]  都是什麼
[00:40:49.200 --> 00:40:50.200]  美尤庸
[00:40:50.200 --> 00:40:51.200]  Useless
[00:40:51.200 --> 00:40:52.200]  是不是
[00:40:52.200 --> 00:40:53.200]  OK
[00:40:53.200 --> 00:40:54.200]  所以到最後
[00:40:54.200 --> 00:40:55.200]  我們都求主幫助我們
[00:40:55.200 --> 00:40:56.200]  我們呢
[00:40:56.200 --> 00:40:58.200]  怎樣能夠去應用
[00:40:58.200 --> 00:40:59.200]  今天所講的經文
[00:40:59.200 --> 00:41:00.200]  這些在你貓子裏面
[00:41:00.200 --> 00:41:01.200]  你不用特別找
[00:41:01.200 --> 00:41:02.200]  在貓子裏面
[00:41:02.200 --> 00:41:04.200]  我們第一點
[00:41:04.200 --> 00:41:05.200]  不要做原媒人
[00:41:05.200 --> 00:41:06.200]  要做智慧人
[00:41:06.200 --> 00:41:08.200]  我們要認識真理
[00:41:08.200 --> 00:41:09.200]  我們不要被異端迷惑
[00:41:09.200 --> 00:41:10.200]  剛纔講的
[00:41:10.200 --> 00:41:11.200]  Prosperity Theology
[00:41:11.200 --> 00:41:12.200]  或者成功神學
[00:41:12.200 --> 00:41:13.200]  或者其他很多異端
[00:41:13.200 --> 00:41:14.200]  其實我們教會有
[00:41:14.200 --> 00:41:15.200]  每一個學期都有
[00:41:15.200 --> 00:41:16.200]  裝備課程
[00:41:16.200 --> 00:41:17.200]  或者有講座
[00:41:17.200 --> 00:41:18.200]  記不記得
[00:41:18.200 --> 00:41:20.200]  下個禮拜有講座
[00:41:20.200 --> 00:41:22.200]  記得報名
[00:41:22.200 --> 00:41:24.200]  你要讓自己更加多的
[00:41:24.200 --> 00:41:27.200]  充滿神的話語真理
[00:41:27.200 --> 00:41:28.200]  你才能夠容易
[00:41:28.200 --> 00:41:29.200]  分辨到真與假
[00:41:29.200 --> 00:41:30.200]  是不是
[00:41:30.200 --> 00:41:31.200]  OK
[00:41:31.200 --> 00:41:32.200]  不要被異端迷惑
[00:41:32.200 --> 00:41:33.200]  第二件事
[00:41:33.200 --> 00:41:34.200]  我們不要做糊塗人
[00:41:34.200 --> 00:41:36.200]  要明白主的旨意是怎樣的
[00:41:36.200 --> 00:41:37.200]  我們必須問自己
[00:41:37.200 --> 00:41:38.200]  我認不認識神的話語
[00:41:38.200 --> 00:41:40.200]  認識神話語有兩個重點
[00:41:40.200 --> 00:41:41.200]  第一就是
[00:41:41.200 --> 00:41:42.200]  你認識正確的神話語
[00:41:42.200 --> 00:41:44.200]  不要差不多
[00:41:44.200 --> 00:41:45.200]  很含糊
[00:41:45.200 --> 00:41:47.200]  一定要湊事莫減
[00:41:47.200 --> 00:41:48.200]  所以我鼓勵
[00:41:48.200 --> 00:41:49.200]  七樓的教會同工
[00:41:49.200 --> 00:41:50.200]  我們都是
[00:41:50.200 --> 00:41:51.200]  我們講到
[00:41:51.200 --> 00:41:52.200]  解釋經講到
[00:41:52.200 --> 00:41:53.200]  是解釋經文的
[00:41:53.200 --> 00:41:54.200]  深入的
[00:41:54.200 --> 00:41:55.200]  又淺出的
[00:41:55.200 --> 00:41:56.200]  有應用性的
[00:41:56.200 --> 00:41:57.200]  那是最好的
[00:41:57.200 --> 00:41:58.200]  是不是
[00:41:58.200 --> 00:41:59.200]  還有要立志
[00:41:59.200 --> 00:42:00.200]  認真地研讀聖經
[00:42:00.200 --> 00:42:03.200]  聖經是很豐富的神話語
[00:42:03.200 --> 00:42:04.200]  我們需要
[00:42:04.200 --> 00:42:05.200]  把時間放進去
[00:42:05.200 --> 00:42:06.200]  你發覺
[00:42:06.200 --> 00:42:07.200]  把時間放進去
[00:42:07.200 --> 00:42:08.200]  那個效果
[00:42:08.200 --> 00:42:09.200]  是很好的
[00:42:09.200 --> 00:42:10.200]  對你來說
[00:42:10.200 --> 00:42:11.200]  是大有益處的
[00:42:11.200 --> 00:42:14.200]  最後我們不要醉酒
[00:42:14.200 --> 00:42:15.200]  不要被外在
[00:42:15.200 --> 00:42:16.200]  或者我們剛纔說的
[00:42:16.200 --> 00:42:18.200]  我有權做一件事
[00:42:18.200 --> 00:42:20.200]  但這件事不要過度
[00:42:20.200 --> 00:42:22.200]  要想一想見證的問題
[00:42:22.200 --> 00:42:24.200]  但被聖靈充滿這件事
[00:42:24.200 --> 00:42:25.200]  是無限的
[00:42:25.200 --> 00:42:27.200]  不需要有界限的
[00:42:27.200 --> 00:42:28.200]  越被聖靈充滿
[00:42:28.200 --> 00:42:29.200]  就越是好的
[00:42:29.200 --> 00:42:30.200]  所以我們要追求
[00:42:30.200 --> 00:42:31.200]  真正被聖靈充滿
[00:42:31.200 --> 00:42:32.200]  要追求一個
[00:42:32.200 --> 00:42:33.200]  靈性美好的人生
[00:42:33.200 --> 00:42:34.200]  是不是
[00:42:34.200 --> 00:42:35.200]  這就是我們
[00:42:35.200 --> 00:42:36.200]  在神面前的立志
